"","TimePeriod","position","water_year","Node","Probability_Threshold","TimePercentage","Species","Life_Stage","Hydraulic","Scenario","Suitability_Class"
"32","critical","slice1",1998,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"33","critical","slice1",1999,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"34","critical","slice1",2000,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"35","critical","slice1",2001,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"36","critical","slice1",2002,"I01-010","Medium",0.0228310502283105,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"37","critical","slice1",2003,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"38","critical","slice1",2004,"I01-010","Medium",0.114155251141553,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"39","critical","slice1",2005,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"40","critical","slice1",2006,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"41","critical","slice1",2007,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"42","critical","slice1",2008,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"43","critical","slice1",2009,"I01-010","Medium",0.0228310502283105,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"44","critical","slice1",2010,"I01-010","Medium",0.0228310502283105,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"45","critical","slice1",2011,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"46","critical","slice1",2012,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"47","critical","slice1",2013,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"48","critical","slice1",2014,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"49","critical","slice1",2015,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"50","critical","slice1",2016,"I01-010","Medium",0.0684931506849315,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"51","critical","slice1",2017,"I01-010","Medium",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"52","critical","slice1",2018,"I01-010","Medium",0.107758620689655,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"53","critical","slice1",1993,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"54","critical","slice1",1994,"I01-010","High",0.091324200913242,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"55","critical","slice1",1995,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"56","critical","slice1",1996,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"57","critical","slice1",1997,"I01-010","High",0.159817351598174,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"58","critical","slice1",1998,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"59","critical","slice1",1999,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"60","critical","slice1",2000,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"61","critical","slice1",2001,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"62","critical","slice1",2002,"I01-010","High",0.0114155251141553,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"63","critical","slice1",2003,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"64","critical","slice1",2004,"I01-010","High",0.0684931506849315,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"65","critical","slice1",2005,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"66","critical","slice1",2006,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"67","critical","slice1",2007,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"68","critical","slice1",2008,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"69","critical","slice1",2009,"I01-010","High",0.0114155251141553,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"70","critical","slice1",2010,"I01-010","High",0.0228310502283105,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"71","critical","slice1",2011,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"72","critical","slice1",2012,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"73","critical","slice1",2013,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"74","critical","slice1",2014,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"75","critical","slice1",2015,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"76","critical","slice1",2016,"I01-010","High",0.045662100456621,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"77","critical","slice1",2017,"I01-010","High",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"78","critical","slice1",2018,"I01-010","High",0.0538793103448276,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"79","critical","slice1",1993,"I01-010","Low",99.4406392694064,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"80","critical","slice1",1994,"I01-010","Low",95.9703196347032,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"81","critical","slice1",1995,"I01-010","Low",99.1234061930783,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"82","critical","slice1",1996,"I01-010","Low",98.013698630137,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"83","critical","slice1",1997,"I01-010","Low",94.8858447488584,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"84","critical","slice1",1998,"I01-010","Low",99.6232876712329,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"85","critical","slice1",1999,"I01-010","Low",99.476320582878,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"86","critical","slice1",2000,"I01-010","Low",98.6073059360731,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"87","critical","slice1",2001,"I01-010","Low",99.9200913242009,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"88","critical","slice1",2002,"I01-010","Low",98.5616438356164,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"89","critical","slice1",2003,"I01-010","Low",99.476320582878,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"90","critical","slice1",2004,"I01-010","Low",95.6392694063927,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"91","critical","slice1",2005,"I01-010","Low",99.5890410958904,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"92","critical","slice1",2006,"I01-010","Low",99.9771689497717,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"93","critical","slice1",2007,"I01-010","Low",99.7495446265938,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"94","critical","slice1",2008,"I01-010","Low",99.4748858447489,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"95","critical","slice1",2009,"I01-010","Low",98.824200913242,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"96","critical","slice1",2010,"I01-010","Low",97.6826484018265,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"97","critical","slice1",2011,"I01-010","Low",99.7609289617486,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"98","critical","slice1",2012,"I01-010","Low",99.851598173516,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"99","critical","slice1",2013,"I01-010","Low",99.8287671232877,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"100","critical","slice1",2014,"I01-010","Low",99.6575342465753,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"101","critical","slice1",2015,"I01-010","Low",99.7609289617486,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"102","critical","slice1",2016,"I01-010","Low",98.2420091324201,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"103","critical","slice1",2017,"I01-010","Low",99.851598173516,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"104","critical","slice1",2018,"I01-010","Low",96.8031609195402,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","High"
"105","critical","slice1",1993,"I01-010","Medium",1.56392694063927,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"106","critical","slice1",1994,"I01-010","Medium",3.78995433789954,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"107","critical","slice1",1995,"I01-010","Medium",1.94672131147541,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"108","critical","slice1",1996,"I01-010","Medium",2.32876712328767,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"109","critical","slice1",1997,"I01-010","Medium",5.54794520547945,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"110","critical","slice1",1998,"I01-010","Medium",1.64383561643836,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"111","critical","slice1",1999,"I01-010","Medium",1.57103825136612,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"112","critical","slice1",2000,"I01-010","Medium",1.92922374429224,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"113","critical","slice1",2001,"I01-010","Medium",0.308219178082192,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"114","critical","slice1",2002,"I01-010","Medium",2.10045662100457,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"115","critical","slice1",2003,"I01-010","Medium",0.78551912568306,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"116","critical","slice1",2004,"I01-010","Medium",3.25342465753425,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"117","critical","slice1",2005,"I01-010","Medium",1.03881278538813,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"118","critical","slice1",2006,"I01-010","Medium",0.342465753424658,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"119","critical","slice1",2007,"I01-010","Medium",1.03597449908925,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"120","critical","slice1",2008,"I01-010","Medium",1.31278538812785,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"121","critical","slice1",2009,"I01-010","Medium",1.24429223744292,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"122","critical","slice1",2010,"I01-010","Medium",2.97945205479452,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"123","critical","slice1",2011,"I01-010","Medium",0.933515482695811,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"124","critical","slice1",2012,"I01-010","Medium",0.764840182648402,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"125","critical","slice1",2013,"I01-010","Medium",0.353881278538813,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"126","critical","slice1",2014,"I01-010","Medium",1.00456621004566,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"127","critical","slice1",2015,"I01-010","Medium",0.751366120218579,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"128","critical","slice1",2016,"I01-010","Medium",2.40867579908676,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"129","critical","slice1",2017,"I01-010","Medium",0.251141552511416,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"130","critical","slice1",2018,"I01-010","Medium",3.75359195402299,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"131","critical","slice1",1993,"I01-010","High",1.0958904109589,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"132","critical","slice1",1994,"I01-010","High",2.47716894977169,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"133","critical","slice1",1995,"I01-010","High",1.32058287795993,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"134","critical","slice1",1996,"I01-010","High",1.51826484018265,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"135","critical","slice1",1997,"I01-010","High",3.50456621004566,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"136","critical","slice1",1998,"I01-010","High",1.06164383561644,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"137","critical","slice1",1999,"I01-010","High",1.09289617486339,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"138","critical","slice1",2000,"I01-010","High",1.33561643835616,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"139","critical","slice1",2001,"I01-010","High",0.205479452054795,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"140","critical","slice1",2002,"I01-010","High",1.47260273972603,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"141","critical","slice1",2003,"I01-010","High",0.535063752276867,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"142","critical","slice1",2004,"I01-010","High",2.26027397260274,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"143","critical","slice1",2005,"I01-010","High",0.650684931506849,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"144","critical","slice1",2006,"I01-010","High",0.205479452054795,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"145","critical","slice1",2007,"I01-010","High",0.705828779599271,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"146","critical","slice1",2008,"I01-010","High",0.89041095890411,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"147","critical","slice1",2009,"I01-010","High",0.742009132420091,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"148","critical","slice1",2010,"I01-010","High",2.02054794520548,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"149","critical","slice1",2011,"I01-010","High",0.626138433515483,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"150","critical","slice1",2012,"I01-010","High",0.479452054794521,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"151","critical","slice1",2013,"I01-010","High",0.251141552511416,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"152","critical","slice1",2014,"I01-010","High",0.650684931506849,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"153","critical","slice1",2015,"I01-010","High",0.535063752276867,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"154","critical","slice1",2016,"I01-010","High",1.76940639269406,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"155","critical","slice1",2017,"I01-010","High",0.136986301369863,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"156","critical","slice1",2018,"I01-010","High",2.60416666666667,"Chub","Adult","Velocity","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"157","critical","slice1",1993,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"158","critical","slice1",1994,"I01-011","Low",0.091324200913242,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"159","critical","slice1",1995,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"160","critical","slice1",1996,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"161","critical","slice1",1997,"I01-011","Low",0.21689497716895,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"162","critical","slice1",1998,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"163","critical","slice1",1999,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"164","critical","slice1",2000,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"165","critical","slice1",2001,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"166","critical","slice1",2002,"I01-011","Low",0.0228310502283105,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"167","critical","slice1",2003,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"168","critical","slice1",2004,"I01-011","Low",0.091324200913242,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"169","critical","slice1",2005,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"170","critical","slice1",2006,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"171","critical","slice1",2007,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"172","critical","slice1",2008,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"173","critical","slice1",2009,"I01-011","Low",0.0228310502283105,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"174","critical","slice1",2010,"I01-011","Low",0.0228310502283105,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"175","critical","slice1",2011,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"176","critical","slice1",2012,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"177","critical","slice1",2013,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"178","critical","slice1",2014,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"179","critical","slice1",2015,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"180","critical","slice1",2016,"I01-011","Low",0.0684931506849315,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"181","critical","slice1",2017,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"182","critical","slice1",2018,"I01-011","Low",0.0897988505747126,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"183","critical","slice2",1993,"I01-011","Low",0.0684931506849315,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"184","critical","slice2",1994,"I01-011","Low",1.1986301369863,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"185","critical","slice2",1995,"I01-011","Low",0.0455373406193078,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"186","critical","slice2",1996,"I01-011","Low",0.331050228310502,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"187","critical","slice2",1997,"I01-011","Low",1.87214611872146,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"188","critical","slice2",1998,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"189","critical","slice2",1999,"I01-011","Low",0.0455373406193078,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"190","critical","slice2",2000,"I01-011","Low",0.125570776255708,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"191","critical","slice2",2001,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"192","critical","slice2",2002,"I01-011","Low",0.331050228310502,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"193","critical","slice2",2003,"I01-011","Low",0.0683060109289618,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"194","critical","slice2",2004,"I01-011","Low",1.54109589041096,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"195","critical","slice2",2005,"I01-011","Low",0.0228310502283105,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"196","critical","slice2",2006,"I01-011","Low",0,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
"197","critical","slice2",2007,"I01-011","Low",0.0227686703096539,"Chub","Adult","Depth","201118_Oso,_Small_Creeks_Existing_Conditions","Low"
