"","TimePeriod","position","water_year","Node","Probability_Threshold","TimePercentage","Species","Life_Stage","Hydraulic","Scenario","Suitability_Class"
"34","critical","slice1",2000,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"35","critical","slice1",2001,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"36","critical","slice1",2002,"I01-010","Medium",0.0228310502283105,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"37","critical","slice1",2003,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"38","critical","slice1",2004,"I01-010","Medium",0.114155251141553,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"39","critical","slice1",2005,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"40","critical","slice1",2006,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"41","critical","slice1",2007,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"42","critical","slice1",2008,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"43","critical","slice1",2009,"I01-010","Medium",0.0228310502283105,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"44","critical","slice1",2010,"I01-010","Medium",0.0228310502283105,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"45","critical","slice1",2011,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"46","critical","slice1",2012,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"47","critical","slice1",2013,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"48","critical","slice1",2014,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"49","critical","slice1",2015,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"50","critical","slice1",2016,"I01-010","Medium",0.0684931506849315,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"51","critical","slice1",2017,"I01-010","Medium",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"52","critical","slice1",2018,"I01-010","Medium",0.107758620689655,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"53","critical","slice1",1993,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"54","critical","slice1",1994,"I01-010","High",0.091324200913242,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"55","critical","slice1",1995,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"56","critical","slice1",1996,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"57","critical","slice1",1997,"I01-010","High",0.159817351598174,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"58","critical","slice1",1998,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"59","critical","slice1",1999,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"60","critical","slice1",2000,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"61","critical","slice1",2001,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"62","critical","slice1",2002,"I01-010","High",0.0114155251141553,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"63","critical","slice1",2003,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"64","critical","slice1",2004,"I01-010","High",0.0684931506849315,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"65","critical","slice1",2005,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"66","critical","slice1",2006,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"67","critical","slice1",2007,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"68","critical","slice1",2008,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"69","critical","slice1",2009,"I01-010","High",0.0114155251141553,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"70","critical","slice1",2010,"I01-010","High",0.0228310502283105,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"71","critical","slice1",2011,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"72","critical","slice1",2012,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"73","critical","slice1",2013,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"74","critical","slice1",2014,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"75","critical","slice1",2015,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"76","critical","slice1",2016,"I01-010","High",0.045662100456621,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"77","critical","slice1",2017,"I01-010","High",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"78","critical","slice1",2018,"I01-010","High",0.0538793103448276,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"79","critical","slice1",1993,"I01-010","Low",99.4634703196347,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"80","critical","slice1",1994,"I01-010","Low",96.0388127853881,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"81","critical","slice1",1995,"I01-010","Low",99.1803278688525,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"82","critical","slice1",1996,"I01-010","Low",98.0479452054795,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"83","critical","slice1",1997,"I01-010","Low",94.9429223744292,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"84","critical","slice1",1998,"I01-010","Low",99.6461187214612,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"85","critical","slice1",1999,"I01-010","Low",99.4877049180328,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"86","critical","slice1",2000,"I01-010","Low",98.6301369863014,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"87","critical","slice1",2001,"I01-010","Low",99.9200913242009,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"88","critical","slice1",2002,"I01-010","Low",98.6301369863014,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"89","critical","slice1",2003,"I01-010","Low",99.4990892531876,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"90","critical","slice1",2004,"I01-010","Low",95.7762557077626,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"91","critical","slice1",2005,"I01-010","Low",99.6575342465753,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"92","critical","slice1",2006,"I01-010","Low",99.9771689497717,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"93","critical","slice1",2007,"I01-010","Low",99.7950819672131,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"94","critical","slice1",2008,"I01-010","Low",99.486301369863,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"95","critical","slice1",2009,"I01-010","Low",98.8470319634703,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"96","critical","slice1",2010,"I01-010","Low",97.796803652968,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"97","critical","slice1",2011,"I01-010","Low",99.7723132969035,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"98","critical","slice1",2012,"I01-010","Low",99.851598173516,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"99","critical","slice1",2013,"I01-010","Low",99.8401826484018,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"100","critical","slice1",2014,"I01-010","Low",99.6689497716895,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"101","critical","slice1",2015,"I01-010","Low",99.7950819672131,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"102","critical","slice1",2016,"I01-010","Low",98.2762557077626,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"103","critical","slice1",2017,"I01-010","Low",99.851598173516,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"104","critical","slice1",2018,"I01-010","Low",96.8929597701149,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","High"
"105","critical","slice1",1993,"I01-010","Medium",1.50684931506849,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"106","critical","slice1",1994,"I01-010","Medium",3.52739726027397,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"107","critical","slice1",1995,"I01-010","Medium",1.77595628415301,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"108","critical","slice1",1996,"I01-010","Medium",2.12328767123288,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"109","critical","slice1",1997,"I01-010","Medium",5.06849315068493,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"110","critical","slice1",1998,"I01-010","Medium",1.49543378995434,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"111","critical","slice1",1999,"I01-010","Medium",1.50273224043716,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"112","critical","slice1",2000,"I01-010","Medium",1.78082191780822,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"113","critical","slice1",2001,"I01-010","Medium",0.273972602739726,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"114","critical","slice1",2002,"I01-010","Medium",2.00913242009132,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"115","critical","slice1",2003,"I01-010","Medium",0.739981785063752,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"116","critical","slice1",2004,"I01-010","Medium",3.07077625570776,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"117","critical","slice1",2005,"I01-010","Medium",0.947488584474886,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"118","critical","slice1",2006,"I01-010","Medium",0.319634703196347,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"119","critical","slice1",2007,"I01-010","Medium",1.00182149362477,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"120","critical","slice1",2008,"I01-010","Medium",1.25570776255708,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"121","critical","slice1",2009,"I01-010","Medium",1.17579908675799,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"122","critical","slice1",2010,"I01-010","Medium",2.8310502283105,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"123","critical","slice1",2011,"I01-010","Medium",0.876593806921676,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"124","critical","slice1",2012,"I01-010","Medium",0.69634703196347,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"125","critical","slice1",2013,"I01-010","Medium",0.342465753424658,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"126","critical","slice1",2014,"I01-010","Medium",0.91324200913242,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"127","critical","slice1",2015,"I01-010","Medium",0.728597449908925,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"128","critical","slice1",2016,"I01-010","Medium",2.24885844748858,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"129","critical","slice1",2017,"I01-010","Medium",0.228310502283105,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"130","critical","slice1",2018,"I01-010","Medium",3.60991379310345,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"131","critical","slice1",1993,"I01-010","High",0.981735159817352,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"132","critical","slice1",1994,"I01-010","High",2.32876712328767,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"133","critical","slice1",1995,"I01-010","High",1.25227686703097,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"134","critical","slice1",1996,"I01-010","High",1.42694063926941,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"135","critical","slice1",1997,"I01-010","High",3.24200913242009,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"136","critical","slice1",1998,"I01-010","High",0.924657534246575,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"137","critical","slice1",1999,"I01-010","High",1.03597449908925,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"138","critical","slice1",2000,"I01-010","High",1.25570776255708,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"139","critical","slice1",2001,"I01-010","High",0.194063926940639,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"140","critical","slice1",2002,"I01-010","High",1.35844748858447,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"141","critical","slice1",2003,"I01-010","High",0.500910746812386,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"142","critical","slice1",2004,"I01-010","High",2.13470319634703,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"143","critical","slice1",2005,"I01-010","High",0.616438356164384,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"144","critical","slice1",2006,"I01-010","High",0.194063926940639,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"145","critical","slice1",2007,"I01-010","High",0.705828779599271,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"146","critical","slice1",2008,"I01-010","High",0.821917808219178,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"147","critical","slice1",2009,"I01-010","High",0.764840182648402,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"148","critical","slice1",2010,"I01-010","High",1.90639269406393,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"149","critical","slice1",2011,"I01-010","High",0.603369763205829,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"150","critical","slice1",2012,"I01-010","High",0.422374429223744,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"151","critical","slice1",2013,"I01-010","High",0.228310502283105,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"152","critical","slice1",2014,"I01-010","High",0.639269406392694,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"153","critical","slice1",2015,"I01-010","High",0.500910746812386,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"154","critical","slice1",2016,"I01-010","High",1.65525114155251,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"155","critical","slice1",2017,"I01-010","High",0.125570776255708,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"156","critical","slice1",2018,"I01-010","High",2.47844827586207,"Chub","Adult","Velocity","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"157","critical","slice1",1993,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"158","critical","slice1",1994,"I01-011","Low",0.091324200913242,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"159","critical","slice1",1995,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"160","critical","slice1",1996,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"161","critical","slice1",1997,"I01-011","Low",0.21689497716895,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"162","critical","slice1",1998,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"163","critical","slice1",1999,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"164","critical","slice1",2000,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"165","critical","slice1",2001,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"166","critical","slice1",2002,"I01-011","Low",0.0228310502283105,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"167","critical","slice1",2003,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"168","critical","slice1",2004,"I01-011","Low",0.091324200913242,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"169","critical","slice1",2005,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"170","critical","slice1",2006,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"171","critical","slice1",2007,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"172","critical","slice1",2008,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"173","critical","slice1",2009,"I01-011","Low",0.0228310502283105,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"174","critical","slice1",2010,"I01-011","Low",0.0228310502283105,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"175","critical","slice1",2011,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"176","critical","slice1",2012,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"177","critical","slice1",2013,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"178","critical","slice1",2014,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"179","critical","slice1",2015,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"180","critical","slice1",2016,"I01-011","Low",0.0684931506849315,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"181","critical","slice1",2017,"I01-011","Low",0,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"182","critical","slice1",2018,"I01-011","Low",0.0897988505747126,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"183","critical","slice2",1993,"I01-011","Low",0.0684931506849315,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"184","critical","slice2",1994,"I01-011","Low",1.17579908675799,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"185","critical","slice2",1995,"I01-011","Low",0.0455373406193078,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
"186","critical","slice2",1996,"I01-011","Low",0.308219178082192,"Chub","Adult","Depth","201119_Oso,_Small_Creeks_Water_Conservation_Scenario","Low"
